acc_drop,acc_paraphrase,acc_rename,auc,best_acc,best_f1,best_thr,f1_drop,f1_paraphrase,f1_rename,mean_score_drop,mean_score_nw,mean_score_paraphrase,mean_score_rename,mean_score_w,n_neg,n_pos,n_scenarios,task,thr_at_1fpr,tool_acc_nw,tool_acc_w,tpr_at_1fpr
0.756,0.761,0.821,0.89953,0.821,0.8167860798362334,1.065510925542339,0.7640232108317215,0.769971126082772,0.8167860798362334,1.0943627514576406,1.0227942374575003,1.085807992486504,1.1027932097926598,1.1027932097926598,500,500,500,tool_selection,1.086211791861595,1.0,0.736400000000004,0.632
0.8,0.695,0.804,0.891596,0.804,0.8051689860834991,1.0629795735453653,0.7596153846153846,0.7269471799462847,0.8051689860834991,1.097300453978195,1.0289760477188965,1.079731388211782,1.1038414567892274,1.1038414567892274,500,500,500,travel_planning,1.0875759516388461,1.0,0.7420000000000041,0.63
